year,gene,method,subtype,region,continent,mismatch
2018,H3N2 HA protein,current-system,H3N2,CA,North America,4.915492958
2019,H3N2 HA protein,current-system,H3N2,CA,North America,16.03100775
2003,H3N2 HA protein,current-system,H3N2,CAN,North America,NA
2004,H3N2 HA protein,current-system,H3N2,CAN,North America,NA
2005,H3N2 HA protein,current-system,H3N2,CAN,North America,19.5
2006,H3N2 HA protein,current-system,H3N2,CAN,North America,14.2
2007,H3N2 HA protein,current-system,H3N2,CAN,North America,17.18181818
2008,H3N2 HA protein,current-system,H3N2,CAN,North America,NA
2009,H3N2 HA protein,current-system,H3N2,CAN,North America,7.833333333
2010,H3N2 HA protein,current-system,H3N2,CAN,North America,11.92857143
2011,H3N2 HA protein,current-system,H3N2,CAN,North America,9.366666667
2012,H3N2 HA protein,current-system,H3N2,CAN,North America,10.26923077
2013,H3N2 HA protein,current-system,H3N2,CAN,North America,6.5
2014,H3N2 HA protein,current-system,H3N2,CAN,North America,9.80952381
2015,H3N2 HA protein,current-system,H3N2,CAN,North America,12.74545455
2016,H3N2 HA protein,current-system,H3N2,CAN,North America,12.31325301
2017,H3N2 HA protein,current-system,H3N2,CAN,North America,6.886554622
2018,H3N2 HA protein,current-system,H3N2,CAN,North America,5.525498891
2019,H3N2 HA protein,current-system,H3N2,CAN,North America,12.30481283
2003,H3N2 HA protein,current-system,H3N2,UK,Europe,NA
2004,H3N2 HA protein,current-system,H3N2,UK,Europe,24.46031746
2005,H3N2 HA protein,current-system,H3N2,UK,Europe,NA
2006,H3N2 HA protein,current-system,H3N2,UK,Europe,NA
2007,H3N2 HA protein,current-system,H3N2,UK,Europe,NA
2008,H3N2 HA protein,current-system,H3N2,UK,Europe,NA
2009,H3N2 HA protein,current-system,H3N2,UK,Europe,NA
2010,H3N2 HA protein,current-system,H3N2,UK,Europe,12
2011,H3N2 HA protein,current-system,H3N2,UK,Europe,9.142857143
2012,H3N2 HA protein,current-system,H3N2,UK,Europe,10.09090909
2013,H3N2 HA protein,current-system,H3N2,UK,Europe,7.826086957
2014,H3N2 HA protein,current-system,H3N2,UK,Europe,10.23809524
2015,H3N2 HA protein,current-system,H3N2,UK,Europe,13.735
2016,H3N2 HA protein,current-system,H3N2,UK,Europe,13.70909091
2017,H3N2 HA protein,current-system,H3N2,UK,Europe,5.24
2018,H3N2 HA protein,current-system,H3N2,UK,Europe,5.854411765
2019,H3N2 HA protein,current-system,H3N2,UK,Europe,11.66220736
2003,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2004,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2005,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2006,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2007,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2008,H3N2 HA protein,current-system,H3N2,GER,Europe,10
2009,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2010,H3N2 HA protein,current-system,H3N2,GER,Europe,NA
2011,H3N2 HA protein,current-system,H3N2,GER,Europe,9.285714286
2012,H3N2 HA protein,current-system,H3N2,GER,Europe,11.5
2013,H3N2 HA protein,current-system,H3N2,GER,Europe,8.272727273
2014,H3N2 HA protein,current-system,H3N2,GER,Europe,8.5
2015,H3N2 HA protein,current-system,H3N2,GER,Europe,13.01818182
2016,H3N2 HA protein,current-system,H3N2,GER,Europe,5.538461538
2017,H3N2 HA protein,current-system,H3N2,GER,Europe,5.931034483
2018,H3N2 HA protein,current-system,H3N2,GER,Europe,5.849056604
2019,H3N2 HA protein,current-system,H3N2,GER,Europe,12.6344086
2003,H3N2 HA protein,current-system,H3N2,FR,Europe,NA
2004,H3N2 HA protein,current-system,H3N2,FR,Europe,NA
2005,H3N2 HA protein,current-system,H3N2,FR,Europe,NA
2006,H3N2 HA protein,current-system,H3N2,FR,Europe,NA
2007,H3N2 HA protein,current-system,H3N2,FR,Europe,11.5
2008,H3N2 HA protein,current-system,H3N2,FR,Europe,11.5
2009,H3N2 HA protein,current-system,H3N2,FR,Europe,5.368421053
2010,H3N2 HA protein,current-system,H3N2,FR,Europe,12
2011,H3N2 HA protein,current-system,H3N2,FR,Europe,8.777777778
2012,H3N2 HA protein,current-system,H3N2,FR,Europe,10.5
2013,H3N2 HA protein,current-system,H3N2,FR,Europe,6.904761905
2014,H3N2 HA protein,current-system,H3N2,FR,Europe,7.85
2015,H3N2 HA protein,current-system,H3N2,FR,Europe,12.20253165
2016,H3N2 HA protein,current-system,H3N2,FR,Europe,13.16216216
2017,H3N2 HA protein,current-system,H3N2,FR,Europe,4.975982533
2018,H3N2 HA protein,current-system,H3N2,FR,Europe,7.483333333
2019,H3N2 HA protein,current-system,H3N2,FR,Europe,11.87857143
2003,H3N2 HA protein,current-system,H3N2,HK,Asia,NA
2004,H3N2 HA protein,current-system,H3N2,HK,Asia,26.17142857
2005,H3N2 HA protein,current-system,H3N2,HK,Asia,10.58974359
2006,H3N2 HA protein,current-system,H3N2,HK,Asia,NA
2007,H3N2 HA protein,current-system,H3N2,HK,Asia,10
2008,H3N2 HA protein,current-system,H3N2,HK,Asia,10
2009,H3N2 HA protein,current-system,H3N2,HK,Asia,9.559322034
2010,H3N2 HA protein,current-system,H3N2,HK,Asia,11.18181818
2011,H3N2 HA protein,current-system,H3N2,HK,Asia,9.384615385
2012,H3N2 HA protein,current-system,H3N2,HK,Asia,12.33333333
2013,H3N2 HA protein,current-system,H3N2,HK,Asia,6.7
2014,H3N2 HA protein,current-system,H3N2,HK,Asia,9.675675676
2015,H3N2 HA protein,current-system,H3N2,HK,Asia,13.11764706
2016,H3N2 HA protein,current-system,H3N2,HK,Asia,12.96296296
2017,H3N2 HA protein,current-system,H3N2,HK,Asia,6.330472103
2018,H3N2 HA protein,current-system,H3N2,HK,Asia,9.106060606
2019,H3N2 HA protein,current-system,H3N2,HK,Asia,9.780821918
2003,H3N2 HA protein,current-system,H3N2,SCP,Asia,24.1
2004,H3N2 HA protein,current-system,H3N2,SCP,Asia,25.88235294
2005,H3N2 HA protein,current-system,H3N2,SCP,Asia,10.81818182
2006,H3N2 HA protein,current-system,H3N2,SCP,Asia,16.5
2007,H3N2 HA protein,current-system,H3N2,SCP,Asia,9.818181818
2008,H3N2 HA protein,current-system,H3N2,SCP,Asia,11.57142857
2009,H3N2 HA protein,current-system,H3N2,SCP,Asia,10.02150538
2010,H3N2 HA protein,current-system,H3N2,SCP,Asia,12.22222222
2011,H3N2 HA protein,current-system,H3N2,SCP,Asia,9.125
2012,H3N2 HA protein,current-system,H3N2,SCP,Asia,11.68
2013,H3N2 HA protein,current-system,H3N2,SCP,Asia,7.633333333
2014,H3N2 HA protein,current-system,H3N2,SCP,Asia,9.343065693
2015,H3N2 HA protein,current-system,H3N2,SCP,Asia,12.82080925
2016,H3N2 HA protein,current-system,H3N2,SCP,Asia,11.51351351
2017,H3N2 HA protein,current-system,H3N2,SCP,Asia,5.934036939
2018,H3N2 HA protein,current-system,H3N2,SCP,Asia,8.095744681
2019,H3N2 HA protein,current-system,H3N2,SCP,Asia,10.15617716
2003,H3N2 HA protein,current-system,H3N2,JP,Asia,25
2004,H3N2 HA protein,current-system,H3N2,JP,Asia,26
2005,H3N2 HA protein,current-system,H3N2,JP,Asia,9
2006,H3N2 HA protein,current-system,H3N2,JP,Asia,8.4
2007,H3N2 HA protein,current-system,H3N2,JP,Asia,9.4
2008,H3N2 HA protein,current-system,H3N2,JP,Asia,11.25
2009,H3N2 HA protein,current-system,H3N2,JP,Asia,7.666666667
2010,H3N2 HA protein,current-system,H3N2,JP,Asia,12
2011,H3N2 HA protein,current-system,H3N2,JP,Asia,11.33333333
2012,H3N2 HA protein,current-system,H3N2,JP,Asia,11.60606061
2013,H3N2 HA protein,current-system,H3N2,JP,Asia,6.153846154
2014,H3N2 HA protein,current-system,H3N2,JP,Asia,8.561752988
2015,H3N2 HA protein,current-system,H3N2,JP,Asia,13.72863248
2016,H3N2 HA protein,current-system,H3N2,JP,Asia,13.046875
2017,H3N2 HA protein,current-system,H3N2,JP,Asia,6.599078341
2018,H3N2 HA protein,current-system,H3N2,JP,Asia,6.904059041
2019,H3N2 HA protein,current-system,H3N2,JP,Asia,10.21727019
2003,H3N2 HA protein,current-system,H3N2,SG,Asia,25
2004,H3N2 HA protein,current-system,H3N2,SG,Asia,24.66666667
2005,H3N2 HA protein,current-system,H3N2,SG,Asia,12
2006,H3N2 HA protein,current-system,H3N2,SG,Asia,NA
2007,H3N2 HA protein,current-system,H3N2,SG,Asia,9.583333333
2008,H3N2 HA protein,current-system,H3N2,SG,Asia,10.875
2009,H3N2 HA protein,current-system,H3N2,SG,Asia,10.17857143
2010,H3N2 HA protein,current-system,H3N2,SG,Asia,11.04878049
2011,H3N2 HA protein,current-system,H3N2,SG,Asia,9.765100671
2012,H3N2 HA protein,current-system,H3N2,SG,Asia,10.93333333
2013,H3N2 HA protein,current-system,H3N2,SG,Asia,5.814814815
2014,H3N2 HA protein,current-system,H3N2,SG,Asia,9.786666667
2015,H3N2 HA protein,current-system,H3N2,SG,Asia,13.53030303
2016,H3N2 HA protein,current-system,H3N2,SG,Asia,13.86577181
2017,H3N2 HA protein,current-system,H3N2,SG,Asia,7.333333333
2018,H3N2 HA protein,current-system,H3N2,SG,Asia,8.289473684
2019,H3N2 HA protein,current-system,H3N2,SG,Asia,9.047297297
2003,H3N2 HA protein,beth-1 final,H3N2,NY,North America,11.11111111
2004,H3N2 HA protein,beth-1 final,H3N2,NY,North America,3.465909091
2005,H3N2 HA protein,beth-1 final,H3N2,NY,North America,4.296296296
2006,H3N2 HA protein,beth-1 final,H3N2,NY,North America,1.679245283
2007,H3N2 HA protein,beth-1 final,H3N2,NY,North America,6.40625
2008,H3N2 HA protein,beth-1 final,H3N2,NY,North America,9.024390244
2009,H3N2 HA protein,beth-1 final,H3N2,NY,North America,4.753246753
2010,H3N2 HA protein,beth-1 final,H3N2,NY,North America,6.5
2011,H3N2 HA protein,beth-1 final,H3N2,NY,North America,9.4375
2012,H3N2 HA protein,beth-1 final,H3N2,NY,North America,7.973684211
2013,H3N2 HA protein,beth-1 final,H3N2,NY,North America,4.205882353
2014,H3N2 HA protein,beth-1 final,H3N2,NY,North America,6.777777778
2015,H3N2 HA protein,beth-1 final,H3N2,NY,North America,9.666666667
2016,H3N2 HA protein,beth-1 final,H3N2,NY,North America,8.189655172
2017,H3N2 HA protein,beth-1 final,H3N2,NY,North America,7.041284404
2018,H3N2 HA protein,beth-1 final,H3N2,NY,North America,3.64957265
2019,H3N2 HA protein,beth-1 final,H3N2,NY,North America,16.30534351
2003,H3N2 HA protein,beth-1 final,H3N2,CA,North America,NA
2004,H3N2 HA protein,beth-1 final,H3N2,CA,North America,4.666666667
2005,H3N2 HA protein,beth-1 final,H3N2,CA,North America,4.75
2006,H3N2 HA protein,beth-1 final,H3N2,CA,North America,1.875
2007,H3N2 HA protein,beth-1 final,H3N2,CA,North America,5.444444444
2008,H3N2 HA protein,beth-1 final,H3N2,CA,North America,10.2
2009,H3N2 HA protein,beth-1 final,H3N2,CA,North America,3.034246575
2010,H3N2 HA protein,beth-1 final,H3N2,CA,North America,8.25
2011,H3N2 HA protein,beth-1 final,H3N2,CA,North America,9.055555556
2012,H3N2 HA protein,beth-1 final,H3N2,CA,North America,6.666666667
2013,H3N2 HA protein,beth-1 final,H3N2,CA,North America,4.9
2014,H3N2 HA protein,beth-1 final,H3N2,CA,North America,4.78125
2015,H3N2 HA protein,beth-1 final,H3N2,CA,North America,9.320512821
2016,H3N2 HA protein,beth-1 final,H3N2,CA,North America,9.976377953
2017,H3N2 HA protein,beth-1 final,H3N2,CA,North America,5.932960894
2018,H3N2 HA protein,beth-1 final,H3N2,CA,North America,2.61971831
2019,H3N2 HA protein,beth-1 final,H3N2,CA,North America,15.56589147
2003,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,NA
2004,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,NA
2005,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,15.25
2006,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,13.6
2007,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,11.27272727
2008,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,NA
2009,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,3.833333333
2010,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,7.928571429
2011,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,9.3
2012,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,8.961538462
2013,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,4.136363636
2014,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,5.80952381
2015,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,9.281818182
2016,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,11.45783133
2017,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,5.415966387
2018,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,3.350332594
2019,H3N2 HA protein,beth-1 final,H3N2,CAN,North America,10.96256684
2003,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,NA
2004,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,3.904761905
2005,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,NA
2006,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,NA
2007,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,NA
2008,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,NA
2009,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,NA
2010,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,8
2011,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,8.857142857
2012,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,9.522727273
2013,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,4.826086957
2014,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,6.333333333
2015,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,10.0075
2016,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,12.76363636
2017,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,5.184347826
2018,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,4.363235294
2019,H3N2 HA protein,beth-1 final,H3N2,UK,Europe,9.866220736
2003,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2004,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2005,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2006,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2007,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2008,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,8
2009,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2010,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,NA
2011,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,9.285714286
2012,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,11
2013,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,7.454545455
2014,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,4.571428571
2015,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,8.945454545
2016,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,5.923076923
2017,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,4.931034483
2018,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,4.056603774
2019,H3N2 HA protein,beth-1 final,H3N2,GER,Europe,11.05376344
2003,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,NA
2004,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,NA
2005,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,NA
2006,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,NA
2007,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,3.5
2008,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,9.5
2009,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,1.368421053
2010,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,8
2011,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,8.555555556
2012,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,10.38235294
2013,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,4.19047619
2014,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,4
2015,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,8.291139241
2016,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,12.21621622
2017,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,3.598253275
2018,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,7.041666667
2019,H3N2 HA protein,beth-1 final,H3N2,FR,Europe,10.23809524
2003,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,NA
2004,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,6.714285714
2005,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,5.564102564
2006,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,NA
2007,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,8
2008,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,8
2009,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,5.593220339
2010,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,7.181818182
2011,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,9.384615385
2012,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,12.33333333
2013,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,3.7
2014,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,5.72972973
2015,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,9.529411765
2016,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,11.96296296
2017,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,6.78111588
2018,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,10.34848485
2019,H3N2 HA protein,beth-1 final,H3N2,HK,Asia,7.01369863
2003,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,7.7
2004,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,6.382352941
2005,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,5.818181818
2006,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,13
2007,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,8.090909091
2008,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,9.523809524
2009,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,6.150537634
2010,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,8.222222222
2011,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,9.125
2012,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,12.26
2013,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,4.966666667
2014,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,5.562043796
2015,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,8.526011561
2016,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,11.07207207
2017,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,7.158311346
2018,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,8.893617021
2019,H3N2 HA protein,beth-1 final,H3N2,SCP,Asia,7.048951049
2003,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,9
2004,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,5
2005,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,5
2006,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,3.4
2007,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,9.4
2008,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,9.25
2009,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,3.666666667
2010,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,8
2011,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,11.33333333
2012,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,11.28138528
2013,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,3.858974359
2014,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,5.103585657
2015,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,10.77350427
2016,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,12.07291667
2017,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,5.850230415
2018,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,6.05904059
2019,H3N2 HA protein,beth-1 final,H3N2,JP,Asia,8.462395543
2003,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,8
2004,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,3
2005,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,6
2006,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,NA
2007,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,7.25
2008,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,9.625
2009,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,6.178571429
2010,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,7.048780488
2011,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,9.765100671
2012,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,10.77333333
2013,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,3.777777778
2014,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,5.84
2015,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,10.21212121
2016,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,12.86577181
2017,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,5.644444444
2018,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,9.763157895
2019,H3N2 HA protein,beth-1 final,H3N2,SG,Asia,7.189189189
2003,H3N2 HA protein,Neher LBI,H3N2,NY,North America,12.11111111
2004,H3N2 HA protein,Neher LBI,H3N2,NY,North America,3.465909091
2005,H3N2 HA protein,Neher LBI,H3N2,NY,North America,4.407407407
2006,H3N2 HA protein,Neher LBI,H3N2,NY,North America,3.660377358
2007,H3N2 HA protein,Neher LBI,H3N2,NY,North America,5.40625
2008,H3N2 HA protein,Neher LBI,H3N2,NY,North America,7.756097561
2009,H3N2 HA protein,Neher LBI,H3N2,NY,North America,6.753246753
2010,H3N2 HA protein,Neher LBI,H3N2,NY,North America,16.5
2011,H3N2 HA protein,Neher LBI,H3N2,NY,North America,8.625
2012,H3N2 HA protein,Neher LBI,H3N2,NY,North America,6.657894737
2013,H3N2 HA protein,Neher LBI,H3N2,NY,North America,5.598039216
2014,H3N2 HA protein,Neher LBI,H3N2,NY,North America,17.27777778
2015,H3N2 HA protein,Neher LBI,H3N2,NY,North America,10.57627119
2016,H3N2 HA protein,Neher LBI,H3N2,NY,North America,7.75862069
2017,H3N2 HA protein,Neher LBI,H3N2,NY,North America,7.041284404
2018,H3N2 HA protein,Neher LBI,H3N2,NY,North America,7.495726496
2019,H3N2 HA protein,Neher LBI,H3N2,NY,North America,10.67938931
2003,H3N2 HA protein,Neher LBI,H3N2,CA,North America,NA
2004,H3N2 HA protein,Neher LBI,H3N2,CA,North America,4.666666667
2005,H3N2 HA protein,Neher LBI,H3N2,CA,North America,5.75
2006,H3N2 HA protein,Neher LBI,H3N2,CA,North America,3.375
2007,H3N2 HA protein,Neher LBI,H3N2,CA,North America,5
2008,H3N2 HA protein,Neher LBI,H3N2,CA,North America,8.1
2009,H3N2 HA protein,Neher LBI,H3N2,CA,North America,5.02739726
2010,H3N2 HA protein,Neher LBI,H3N2,CA,North America,18.25
2011,H3N2 HA protein,Neher LBI,H3N2,CA,North America,8.5
2012,H3N2 HA protein,Neher LBI,H3N2,CA,North America,6.777777778
2013,H3N2 HA protein,Neher LBI,H3N2,CA,North America,5.633333333
2014,H3N2 HA protein,Neher LBI,H3N2,CA,North America,19.375
2015,H3N2 HA protein,Neher LBI,H3N2,CA,North America,10.19230769
2016,H3N2 HA protein,Neher LBI,H3N2,CA,North America,5.543307087
2017,H3N2 HA protein,Neher LBI,H3N2,CA,North America,5.932960894
2018,H3N2 HA protein,Neher LBI,H3N2,CA,North America,7.17370892
2019,H3N2 HA protein,Neher LBI,H3N2,CA,North America,11.91472868
2003,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,NA
2004,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,NA
2005,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,15.25
2006,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,11.6
2007,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,13.90909091
2008,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,NA
2009,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,5.833333333
2010,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,17.78571429
2011,H3N2 HA protein,Neher LBI,H3N2,CAN,North America,8.566666667
